Date;Location ISO Code;Location;New Cases;New Deaths;New Recovered;New Active Cases;Total Cases;Total Deaths;Total Recovered;Total Active Cases;Location Level;Province;Country;Continent;Island;Time Zone;Special Status;Total Regencies;Total Cities;Total Districts;Total Urban Villages;Total Rural Villages;Area (km2);Population;Population Density;Longitude;Latitude;New Cases per Million;Total Cases per Million;New Deaths per Million;Total Deaths per Million;Total Deaths per 100rb;Case Fatality Rate;Case Recovered Rate;Growth Factor of New Cases;Growth Factor of New Deaths
25/06/2021;ID-KS;Kalimantan Selatan;56;1;21;34;35779;1058;34041;680;Province;Kalimantan Selatan;Indonesia;Asia;Kalimantan;UTC+08:00;;11;2;153;144;1864;38744;4023049;103.84;1.154.385.783;-2.993.594.979;13.92;8893.50;0.25;262.98;26.30;2.96%;95.14%;1.44;0.33
25/06/2021;ID-KT;Kalimantan Tengah;129;11;52;66;24967;539;20391;4037;Province;Kalimantan Tengah;Indonesia;Asia;Kalimantan;UTC+07:00;;13;1;136;139;1432;153565;2570289;16.74;1.134.176.536;-1.602.484.653;50.19;9713.69;4.28;209.70;20.97;2.16%;81.67%;0.75;11.00
25/06/2021;ID-KI;Kalimantan Timur;352;4;115;233;74980;1793;70953;2234;Province;Kalimantan Timur;Indonesia;Asia;Kalimantan;UTC+08:00;;7;3;103;197;841;129067;3552191;27.52;1.164.684.405;0.45385803;99.09;21108.10;1.13;504.76;50.48;2.39%;94.63%;1.05;1.00
25/06/2021;ID-KU;Kalimantan Utara;0;0;0;0;12818;196;11886;736;Province;Kalimantan Utara;Indonesia;Asia;Kalimantan;UTC+08:00;;4;1;53;35;447;75468;648407;8.59;1.162.188.791;2.891.012.621;0.00;19768.45;0.00;302.28;30.23;1.53%;92.73%;0.00;0.00
25/06/2021;ID-BB;Kepulauan Bangka Belitung;68;2;74;-8;20613;324;19506;783;Province;Kepulauan Bangka Belitung;Indonesia;Asia;Sumatera;UTC+07:00;;6;1;47;82;309;16424;1379767;84.01;1.065.499.324;-2.447.444.127;49.28;14939.48;1.45;234.82;23.48;1.57%;94.63%;0.57;
25/06/2021;ID-KR;Kepulauan Riau;403;2;181;220;23851;475;19722;3654;Province;Kepulauan Riau;Indonesia;Asia;Sumatera;UTC+07:00;;5;2;75;142;275;8202;1929400;235.24;108.261.746;3.916.346;208.87;12361.87;1.04;246.19;24.62;1.99%;82.69%;0.88;1.00
25/06/2021;ID-LA;Lampung;153;1;53;99;20808;1094;18193;1521;Province;Lampung;Indonesia;Asia;Sumatera;UTC+07:00;;13;2;228;205;2435;34624;9095591;262.70;1.050.214.366;-4.916.792.975;16.82;2287.70;0.11;120.28;12.03;5.26%;87.43%;1.26;0.25
25/06/2021;ID-MA;Maluku;136;4;22;110;8266;138;7581;547;Province;Maluku;Indonesia;Asia;Maluku;UTC+09:00;;9;2;118;35;1198;46914;1847097;39.37;129.576.792;-3.192.572;73.63;4475.13;2.17;74.71;7.47;1.67%;91.71%;;
25/06/2021;ID-MU;Maluku Utara;86;0;5;81;4977;125;4484;368;Province;Maluku Utara;Indonesia;Asia;Maluku;UTC+09:00;;8;2;116;118;1063;31983;1307803;40.89;1.275.391.072;0.212036949;65.76;3805.62;0.00;95.58;9.56;2.51%;90.09%;0.71;0.00
25/06/2021;ID-NB;Nusa Tenggara Barat;7;0;33;-26;12844;478;10713;1653;Province;Nusa Tenggara Barat;Indonesia;Asia;Nusa Tenggara;UTC+08:00;;8;2;117;145;995;18572;5270247;283.77;1.175.086.257;-8.606.998.866;1.33;2437.08;0.00;90.70;9.07;3.72%;83.41%;0.78;1.00
25/06/2021;ID-NT;Nusa Tenggara Timur;172;0;54;118;17815;456;16260;1099;Province;Nusa Tenggara Timur;Indonesia;Asia;Nusa Tenggara;UTC+08:00;;21;1;309;327;3026;48718;5411321;111.07;121.592.271;-8.682.205;31.79;3292.17;0.00;84.27;8.43;2.56%;91.27%;1.65;0.00
25/06/2021;ID-PA;Papua;45;1;2;42;20813;273;11571;8969;Province;Papua;Indonesia;Asia;Papua;UTC+09:00;Daerah Khusus;28;1;560;110;5411;319036;4340348;13.60;13.869.603;-466.620.953;10.37;4795.24;0.23;62.90;6.29;1.31%;55.60%;4.50;
25/06/2021;ID-PB;Papua Barat;85;2;9;74;10021;180;9330;511;Province;Papua Barat;Indonesia;Asia;Papua;UTC+09:00;Daerah Khusus;12;1;218;95;1742;102955;1140701;11.08;1.329.762.624;-2.045.160.182;74.52;8784.95;1.75;157.80;15.78;1.80%;93.10%;0.69;
25/06/2021;ID-RI;Riau;274;11;300;-37;69051;1883;64256;2912;Province;Riau;Indonesia;Asia;Sumatera;UTC+07:00;;10;2;169;268;1591;87024;6074100;69.80;1.018.051.092;0.511647851;45.11;11368.10;1.81;310.00;31.00;2.73%;93.06%;0.93;1.00
25/06/2021;ID-SR;Sulawesi Barat;5;0;1;4;5732;121;5459;152;Province;Sulawesi Barat;Indonesia;Asia;Sulawesi;UTC+08:00;;6;;69;73;575;16787;1559984;92.93;1.193.450.194;-2.461.746.053;3.21;3674.40;0.00;77.56;7.76;2.11%;95.24%;0.38;1.00
25/06/2021;ID-SN;Sulawesi Selatan;151;2;19;130;63540;964;61484;1092;Province;Sulawesi Selatan;Indonesia;Asia;Sulawesi;UTC+08:00;;21;3;311;792;2255;46717;9426885;201.78;1.201.620.559;-3.731.080.714;16.02;6740.30;0.21;102.26;10.23;1.52%;96.76%;1.51;2.00
25/06/2021;ID-ST;Sulawesi Tengah;56;4;17;35;13388;393;12650;345;Province;Sulawesi Tengah;Indonesia;Asia;Sulawesi;UTC+08:00;;12;1;175;175;1842;61841;2955567;47.79;1.212.010.927;-100.413.668;18.95;4529.76;1.35;132.97;13.30;2.94%;94.49%;1.44;4.00
25/06/2021;ID-SG;Sulawesi Tenggara;163;2;26;135;11067;227;10186;654;Province;Sulawesi Tenggara;Indonesia;Asia;Sulawesi;UTC+08:00;;15;2;219;377;1911;38068;2635461;69.23;122.070.311;-4.124.688.793;61.85;4199.27;0.76;86.13;8.61;2.05%;92.04%;6.27;2.00
25/06/2021;ID-SA;Sulawesi Utara;36;1;9;26;16110;553;15249;308;Province;Sulawesi Utara;Indonesia;Asia;Sulawesi;UTC+08:00;;11;4;171;332;1507;13892;2641884;190.17;1.245.212.396;1.259.638.212;13.63;6097.92;0.38;209.32;20.93;3.43%;94.66%;1.80;
25/06/2021;ID-SB;Sumatera Barat;322;4;178;140;50028;1151;45869;3008;Province;Sumatera Barat;Indonesia;Asia;Sumatera;UTC+07:00;;12;7;179;230;928;42013;5519245;131.37;1.004.650.624;-0.850253225;58.34;9064.28;0.72;208.54;20.85;2.30%;91.69%;1.56;1.00
25/06/2021;ID-SS;Sumatera Selatan;202;14;147;41;27842;1407;24955;1480;Province;Sumatera Selatan;Indonesia;Asia;Sumatera;UTC+07:00;;13;4;241;387;2853;91592;8217551;89.72;1.041.694.647;-3.216.211.808;24.58;3388.11;1.70;171.22;17.12;5.05%;89.63%;1.40;2.00
25/06/2021;ID-SU;Sumatera Utara;190;1;164;25;35391;1174;31276;2941;Province;Sumatera Utara;Indonesia;Asia;Sumatera;UTC+07:00;;25;8;450;693;5417;72981;14874889;203.82;9.905.196.442;2.191.894.453;12.77;2379.24;0.07;78.92;7.89;3.32%;88.37%;1.03;0.14
26/06/2021;ID-AC;Aceh;81;6;90;-15;18852;767;14367;3718;Province;Aceh;Indonesia;Asia;Sumatera;UTC+07:00;Daerah Khusus;18;5;289;;6497;57956;5247257;90.54;9.691.052.174;4.225.614.628;15.44;3592.73;1.14;146.17;14.62;4.07%;76.21%;0.79;1.00
26/06/2021;ID-BA;Bali;246;3;88;155;49373;1550;46429;1394;Province;Bali;Indonesia;Asia;Nusa Tenggara;UTC+08:00;;8;1;57;80;636;5780;4216171;729.43;1.151.317.136;-8.369.471.688;58.35;11710.39;0.71;367.63;36.76;3.14%;94.04%;1.26;1.50
26/06/2021;ID-BT;Banten;266;4;19;243;54925;1343;49004;4578;Province;Banten;Indonesia;Asia;Jawa;UTC+07:00;;4;4;155;313;1238;9663;10722374;1109.64;1.061.090.043;-6.456.736.388;24.81;5122.47;0.37;125.25;12.53;2.45%;89.22%;0.85;0.80
26/06/2021;ID-BE;Bengkulu;109;0;75;34;9731;189;8516;1026;Province;Bengkulu;Indonesia;Asia;Sumatera;UTC+07:00;;9;1;129;172;1341;19919;1999539;100.38;1.023.384.213;-3.533.583.627;54.51;4866.62;0.00;94.52;9.45;1.94%;87.51%;0.56;0.00
26/06/2021;ID-JK;DKI Jakarta;9271;51;2724;6496;510662;8117;450763;51782;Province;DKI Jakarta;Indonesia;Asia;Jawa;UTC+07:00;Daerah Khusus Ibu Kota;1;5;44;267;;664;10846145;16334.31;1.068.361.183;-6.204.698.991;854.77;47082.35;4.70;748.38;74.84;1.59%;88.27%;1.34;0.74
26/06/2021;ID-YO;Daerah Istimewa Yogyakarta;782;22;233;527;57028;1460;47154;8414;Province;Daerah Istimewa Yogyakarta;Indonesia;Asia;Jawa;UTC+07:00;Daerah Istimewa;4;1;78;46;392;3133;3631015;1158.90;1.104.448.783;-789.450.185;215.37;15705.80;6.06;402.09;40.21;2.56%;82.69%;1.00;1.38
26/06/2021;ID-GO;Gorontalo;41;1;13;27;5782;181;5352;249;Province;Gorontalo;Indonesia;Asia;Sulawesi;UTC+08:00;;5;1;77;72;657;11257;1180651;104.88;1.223.760.581;0.687002604;34.73;4897.30;0.85;153.31;15.33;3.13%;92.56%;2.16;
26/06/2021;ID-JA;Jambi;68;1;156;-89;12537;242;10548;1747;Province;Jambi;Indonesia;Asia;Sumatera;UTC+07:00;;9;2;141;163;1399;50058;3493357;69.79;1.027.236.404;-169.769.766;19.47;3588.81;0.29;69.27;6.93;1.93%;84.13%;0.45;0.20
26/06/2021;ID-JB;Jawa Barat;3930;88;1494;2348;367353;5107;320965;41281;Province;Jawa Barat;Indonesia;Asia;Jawa;UTC+07:00;;18;9;627;645;5312;35378;45161325;1276.55;1.076.037.083;-6.920.432.083;87.02;8134.24;1.95;113.08;11.31;1.39%;87.37%;0.99;0.93
26/06/2021;ID-JT;Jawa Tengah;1886;59;574;1253;245982;10596;201645;33741;Province;Jawa Tengah;Indonesia;Asia;Jawa;UTC+07:00;;29;6;576;753;7809;32801;36364072;1108.64;1.102.011.149;-7.259.097.177;51.86;6764.42;1.62;291.39;29.14;4.31%;81.98%;1.15;0.50
26/06/2021;ID-JI;Jawa Timur;992;56;579;357;168782;12433;149559;6790;Province;Jawa Timur;Indonesia;Asia;Jawa;UTC+07:00;;29;9;666;777;7724;47803;40479023;846.78;1.127.329.414;-7.723.345.579;24.51;4169.62;1.38;307.15;30.71;7.37%;88.61%;1.02;1.00
26/06/2021;ID-KB;Kalimantan Barat;129;16;0;113;13987;232;12610;1145;Province;Kalimantan Barat;Indonesia;Asia;Kalimantan;UTC+07:00;;12;2;174;99;2031;147307;5422814;36.81;1.111.211.776;-0.086474572;23.79;2579.29;2.95;42.78;4.28;1.66%;90.16%;0.88;1.14
26/06/2021;ID-KS;Kalimantan Selatan;89;4;31;54;35868;1062;34072;734;Province;Kalimantan Selatan;Indonesia;Asia;Kalimantan;UTC+08:00;;11;2;153;144;1864;38744;4023049;103.84;1.154.385.783;-2.993.594.979;22.12;8915.63;0.99;263.98;26.40;2.96%;94.99%;1.59;4.00
26/06/2021;ID-KT;Kalimantan Tengah;174;0;14;160;25141;539;20405;4197;Province;Kalimantan Tengah;Indonesia;Asia;Kalimantan;UTC+07:00;;13;1;136;139;1432;153565;2570289;16.74;1.134.176.536;-1.602.484.653;67.70;9781.39;0.00;209.70;20.97;2.14%;81.16%;1.35;0.00
26/06/2021;ID-KI;Kalimantan Timur;428;6;75;347;75408;1799;71028;2581;Province;Kalimantan Timur;Indonesia;Asia;Kalimantan;UTC+08:00;;7;3;103;197;841;129067;3552191;27.52;1.164.684.405;0.45385803;120.49;21228.59;1.69;506.45;50.64;2.39%;94.19%;1.22;1.50
26/06/2021;ID-KU;Kalimantan Utara;0;0;0;0;12818;196;11886;736;Province;Kalimantan Utara;Indonesia;Asia;Kalimantan;UTC+08:00;;4;1;53;35;447;75468;648407;8.59;1.162.188.791;2.891.012.621;0.00;19768.45;0.00;302.28;30.23;1.53%;92.73%;1.00;1.00
26/06/2021;ID-BB;Kepulauan Bangka Belitung;126;2;63;61;20739;326;19569;844;Province;Kepulauan Bangka Belitung;Indonesia;Asia;Sumatera;UTC+07:00;;6;1;47;82;309;16424;1379767;84.01;1.065.499.324;-2.447.444.127;91.32;15030.80;1.45;236.27;23.63;1.57%;94.36%;1.85;1.00
26/06/2021;ID-KR;Kepulauan Riau;408;17;255;136;24259;492;19977;3790;Province;Kepulauan Riau;Indonesia;Asia;Sumatera;UTC+07:00;;5;2;75;142;275;8202;1929400;235.24;108.261.746;3.916.346;211.46;12573.34;8.81;255.00;25.50;2.03%;82.35%;1.01;8.50
26/06/2021;ID-LA;Lampung;148;1;56;91;20956;1095;18249;1612;Province;Lampung;Indonesia;Asia;Sumatera;UTC+07:00;;13;2;228;205;2435;34624;9095591;262.70;1.050.214.366;-4.916.792.975;16.27;2303.97;0.11;120.39;12.04;5.23%;87.08%;0.97;1.00
26/06/2021;ID-MA;Maluku;30;1;3;26;8296;139;7584;573;Province;Maluku;Indonesia;Asia;Maluku;UTC+09:00;;9;2;118;35;1198;46914;1847097;39.37;129.576.792;-3.192.572;16.24;4491.37;0.54;75.25;7.53;1.68%;91.42%;0.22;0.25
26/06/2021;ID-MU;Maluku Utara;58;1;0;57;5035;126;4484;425;Province;Maluku Utara;Indonesia;Asia;Maluku;UTC+09:00;;8;2;116;118;1063;31983;1307803;40.89;1.275.391.072;0.212036949;44.35;3849.97;0.76;96.34;9.63;2.50%;89.06%;0.67;
26/06/2021;ID-NB;Nusa Tenggara Barat;6;12;59;-65;12850;490;10772;1588;Province;Nusa Tenggara Barat;Indonesia;Asia;Nusa Tenggara;UTC+08:00;;8;2;117;145;995;18572;5270247;283.77;1.175.086.257;-8.606.998.866;1.14;2438.22;2.28;92.97;9.30;3.81%;83.83%;0.86;
26/06/2021;ID-NT;Nusa Tenggara Timur;106;0;0;106;17921;456;16260;1205;Province;Nusa Tenggara Timur;Indonesia;Asia;Nusa Tenggara;UTC+08:00;;21;1;309;327;3026;48718;5411321;111.07;121.592.271;-8.682.205;19.59;3311.76;0.00;84.27;8.43;2.54%;90.73%;0.62;1.00
26/06/2021;ID-PA;Papua;42;1;8;33;20855;274;11579;9002;Province;Papua;Indonesia;Asia;Papua;UTC+09:00;Daerah Khusus;28;1;560;110;5411;319036;4340348;13.60;13.869.603;-466.620.953;9.68;4804.91;0.23;63.13;6.31;1.31%;55.52%;0.93;1.00
26/06/2021;ID-PB;Papua Barat;148;2;10;136;10169;182;9340;647;Province;Papua Barat;Indonesia;Asia;Papua;UTC+09:00;Daerah Khusus;12;1;218;95;1742;102955;1140701;11.08;1.329.762.624;-2.045.160.182;129.74;8914.69;1.75;159.55;15.96;1.79%;91.85%;1.74;1.00
26/06/2021;ID-RI;Riau;365;10;309;46;69416;1893;64565;2958;Province;Riau;Indonesia;Asia;Sumatera;UTC+07:00;;10;2;169;268;1591;87024;6074100;69.80;1.018.051.092;0.511647851;60.09;11428.20;1.65;311.65;31.17;2.73%;93.01%;1.33;0.91
26/06/2021;ID-SR;Sulawesi Barat;2;0;1;1;5734;121;5460;153;Province;Sulawesi Barat;Indonesia;Asia;Sulawesi;UTC+08:00;;6;;69;73;575;16787;1559984;92.93;1.193.450.194;-2.461.746.053;1.28;3675.68;0.00;77.56;7.76;2.11%;95.22%;0.40;1.00
26/06/2021;ID-SN;Sulawesi Selatan;126;2;55;69;63666;966;61539;1161;Province;Sulawesi Selatan;Indonesia;Asia;Sulawesi;UTC+08:00;;21;3;311;792;2255;46717;9426885;201.78;1.201.620.559;-3.731.080.714;13.37;6753.66;0.21;102.47;10.25;1.52%;96.66%;0.83;1.00
26/06/2021;ID-ST;Sulawesi Tengah;29;1;0;28;13417;394;12650;373;Province;Sulawesi Tengah;Indonesia;Asia;Sulawesi;UTC+08:00;;12;1;175;175;1842;61841;2955567;47.79;1.212.010.927;-100.413.668;9.81;4539.57;0.34;133.31;13.33;2.94%;94.28%;0.52;0.25
26/06/2021;ID-SG;Sulawesi Tenggara;63;2;1;60;11130;229;10187;714;Province;Sulawesi Tenggara;Indonesia;Asia;Sulawesi;UTC+08:00;;15;2;219;377;1911;38068;2635461;69.23;122.070.311;-4.124.688.793;23.90;4223.17;0.76;86.89;8.69;2.06%;91.53%;0.39;1.00
26/06/2021;ID-SA;Sulawesi Utara;23;1;34;-12;16133;554;15283;296;Province;Sulawesi Utara;Indonesia;Asia;Sulawesi;UTC+08:00;;11;4;171;332;1507;13892;2641884;190.17;1.245.212.396;1.259.638.212;8.71;6106.63;0.38;209.70;20.97;3.43%;94.73%;0.64;1.00
26/06/2021;ID-SB;Sumatera Barat;257;4;358;-105;50285;1155;46227;2903;Province;Sumatera Barat;Indonesia;Asia;Sumatera;UTC+07:00;;12;7;179;230;928;42013;5519245;131.37;1.004.650.624;-0.850253225;46.56;9110.85;0.72;209.27;20.93;2.30%;91.93%;0.80;1.00
26/06/2021;ID-SS;Sumatera Selatan;173;9;109;55;28015;1416;25064;1535;Province;Sumatera Selatan;Indonesia;Asia;Sumatera;UTC+07:00;;13;4;241;387;2853;91592;8217551;89.72;1.041.694.647;-3.216.211.808;21.05;3409.17;1.10;172.31;17.23;5.05%;89.47%;0.86;0.64
26/06/2021;ID-SU;Sumatera Utara;220;3;135;82;35611;1177;31411;3023;Province;Sumatera Utara;Indonesia;Asia;Sumatera;UTC+07:00;;25;8;450;693;5417;72981;14874889;203.82;9.905.196.442;2.191.894.453;14.79;2394.03;0.20;79.13;7.91;3.31%;88.21%;1.16;3.00
27/06/2021;ID-AC;Aceh;59;4;40;15;18911;771;14407;3733;Province;Aceh;Indonesia;Asia;Sumatera;UTC+07:00;Daerah Khusus;18;5;289;;6497;57956;5247257;90.54;9.691.052.174;4.225.614.628;11.24;3603.98;0.76;146.93;14.69;4.08%;76.18%;0.73;0.67
27/06/2021;ID-BA;Bali;174;4;72;98;49547;1554;46501;1492;Province;Bali;Indonesia;Asia;Nusa Tenggara;UTC+08:00;;8;1;57;80;636;5780;4216171;729.43;1.151.317.136;-8.369.471.688;41.27;11751.66;0.95;368.58;36.86;3.14%;93.85%;0.71;1.33
27/06/2021;ID-BT;Banten;698;19;289;390;55623;1362;49293;4968;Province;Banten;Indonesia;Asia;Jawa;UTC+07:00;;4;4;155;313;1238;9663;10722374;1109.64;1.061.090.043;-6.456.736.388;65.10;5187.56;1.77;127.02;12.70;2.45%;88.62%;2.62;4.75
27/06/2021;ID-BE;Bengkulu;16;0;70;-54;9747;189;8586;972;Province;Bengkulu;Indonesia;Asia;Sumatera;UTC+07:00;;9;1;129;172;1341;19919;1999539;100.38;1.023.384.213;-3.533.583.627;8.00;4874.62;0.00;94.52;9.45;1.94%;88.09%;0.15;1.00
27/06/2021;ID-JK;DKI Jakarta;9393;51;3505;5837;520055;8168;454268;57619;Province;DKI Jakarta;Indonesia;Asia;Jawa;UTC+07:00;Daerah Khusus Ibu Kota;1;5;44;267;;664;10846145;16334.31;1.068.361.183;-6.204.698.991;866.02;47948.37;4.70;753.08;75.31;1.57%;87.35%;1.01;1.00
27/06/2021;ID-YO;Daerah Istimewa Yogyakarta;831;19;308;504;57859;1479;47462;8918;Province;Daerah Istimewa Yogyakarta;Indonesia;Asia;Jawa;UTC+07:00;Daerah Istimewa;4;1;78;46;392;3133;3631015;1158.90;1.104.448.783;-789.450.185;228.86;15934.66;5.23;407.32;40.73;2.56%;82.03%;1.06;0.86
27/06/2021;ID-GO;Gorontalo;36;0;14;22;5818;181;5366;271;Province;Gorontalo;Indonesia;Asia;Sulawesi;UTC+08:00;;5;1;77;72;657;11257;1180651;104.88;1.223.760.581;0.687002604;30.49;4927.79;0.00;153.31;15.33;3.11%;92.23%;0.88;0.00
27/06/2021;ID-JA;Jambi;48;1;53;-6;12585;243;10601;1741;Province;Jambi;Indonesia;Asia;Sumatera;UTC+07:00;;9;2;141;163;1399;50058;3493357;69.79;1.027.236.404;-169.769.766;13.74;3602.55;0.29;69.56;6.96;1.93%;84.24%;0.71;1.00
27/06/2021;ID-JB;Jawa Barat;4501;109;1564;2828;371854;5216;322529;44109;Province;Jawa Barat;Indonesia;Asia;Jawa;UTC+07:00;;18;9;627;645;5312;35378;45161325;1276.55;1.076.037.083;-6.920.432.083;99.66;8233.90;2.41;115.50;11.55;1.40%;86.74%;1.15;1.24
27/06/2021;ID-JT;Jawa Tengah;1813;97;443;1273;247795;10693;202088;35014;Province;Jawa Tengah;Indonesia;Asia;Jawa;UTC+07:00;;29;6;576;753;7809;32801;36364072;1108.64;1.102.011.149;-7.259.097.177;49.86;6814.28;2.67;294.05;29.41;4.32%;81.55%;0.96;1.64
27/06/2021;ID-JI;Jawa Timur;889;67;493;329;169671;12500;150052;7119;Province;Jawa Timur;Indonesia;Asia;Jawa;UTC+07:00;;29;9;666;777;7724;47803;40479023;846.78;1.127.329.414;-7.723.345.579;21.96;4191.58;1.66;308.80;30.88;7.37%;88.44%;0.90;1.20
27/06/2021;ID-KB;Kalimantan Barat;146;14;252;-120;14133;246;12862;1025;Province;Kalimantan Barat;Indonesia;Asia;Kalimantan;UTC+07:00;;12;2;174;99;2031;147307;5422814;36.81;1.111.211.776;-0.086474572;26.92;2606.21;2.58;45.36;4.54;1.74%;91.01%;1.13;0.88
27/06/2021;ID-KS;Kalimantan Selatan;23;0;35;-12;35891;1062;34107;722;Province;Kalimantan Selatan;Indonesia;Asia;Kalimantan;UTC+08:00;;11;2;153;144;1864;38744;4023049;103.84;1.154.385.783;-2.993.594.979;5.72;8921.34;0.00;263.98;26.40;2.96%;95.03%;0.26;0.00
27/06/2021;ID-KT;Kalimantan Tengah;160;2;21;137;25301;541;20426;4334;Province;Kalimantan Tengah;Indonesia;Asia;Kalimantan;UTC+07:00;;13;1;136;139;1432;153565;2570289;16.74;1.134.176.536;-1.602.484.653;62.25;9843.64;0.78;210.48;21.05;2.14%;80.73%;0.92;
27/06/2021;ID-KI;Kalimantan Timur;470;9;94;367;75878;1808;71122;2948;Province;Kalimantan Timur;Indonesia;Asia;Kalimantan;UTC+08:00;;7;3;103;197;841;129067;3552191;27.52;1.164.684.405;0.45385803;132.31;21360.90;2.53;508.98;50.90;2.38%;93.73%;1.10;1.50
27/06/2021;ID-KU;Kalimantan Utara;0;0;0;0;12818;196;11886;736;Province;Kalimantan Utara;Indonesia;Asia;Kalimantan;UTC+08:00;;4;1;53;35;447;75468;648407;8.59;1.162.188.791;2.891.012.621;0.00;19768.45;0.00;302.28;30.23;1.53%;92.73%;1.00;1.00
27/06/2021;ID-BB;Kepulauan Bangka Belitung;103;0;75;28;20842;326;19644;872;Province;Kepulauan Bangka Belitung;Indonesia;Asia;Sumatera;UTC+07:00;;6;1;47;82;309;16424;1379767;84.01;1.065.499.324;-2.447.444.127;74.65;15105.45;0.00;236.27;23.63;1.56%;94.25%;0.82;0.00
27/06/2021;ID-KR;Kepulauan Riau;435;15;287;133;24694;507;20264;3923;Province;Kepulauan Riau;Indonesia;Asia;Sumatera;UTC+07:00;;5;2;75;142;275;8202;1929400;235.24;108.261.746;3.916.346;225.46;12798.80;7.77;262.78;26.28;2.05%;82.06%;1.07;0.88
27/06/2021;ID-LA;Lampung;235;2;120;113;21191;1097;18369;1725;Province;Lampung;Indonesia;Asia;Sumatera;UTC+07:00;;13;2;228;205;2435;34624;9095591;262.70;1.050.214.366;-4.916.792.975;25.84;2329.81;0.22;120.61;12.06;5.18%;86.68%;1.59;2.00
27/06/2021;ID-MA;Maluku;51;1;17;33;8347;140;7601;606;Province;Maluku;Indonesia;Asia;Maluku;UTC+09:00;;9;2;118;35;1198;46914;1847097;39.37;129.576.792;-3.192.572;27.61;4518.98;0.54;75.79;7.58;1.68%;91.06%;1.70;1.00
27/06/2021;ID-MU;Maluku Utara;28;2;4;22;5063;128;4488;447;Province;Maluku Utara;Indonesia;Asia;Maluku;UTC+09:00;;8;2;116;118;1063;31983;1307803;40.89;1.275.391.072;0.212036949;21.41;3871.38;1.53;97.87;9.79;2.53%;88.64%;0.48;2.00
27/06/2021;ID-NB;Nusa Tenggara Barat;19;0;36;-17;12869;490;10808;1571;Province;Nusa Tenggara Barat;Indonesia;Asia;Nusa Tenggara;UTC+08:00;;8;2;117;145;995;18572;5270247;283.77;1.175.086.257;-8.606.998.866;3.61;2441.82;0.00;92.97;9.30;3.81%;83.98%;3.17;0.00
27/06/2021;ID-NT;Nusa Tenggara Timur;114;3;18;93;18035;459;16278;1298;Province;Nusa Tenggara Timur;Indonesia;Asia;Nusa Tenggara;UTC+08:00;;21;1;309;327;3026;48718;5411321;111.07;121.592.271;-8.682.205;21.07;3332.83;0.55;84.82;8.48;2.55%;90.26%;1.08;
27/06/2021;ID-PA;Papua;34;1;5;28;20889;275;11584;9030;Province;Papua;Indonesia;Asia;Papua;UTC+09:00;Daerah Khusus;28;1;560;110;5411;319036;4340348;13.60;13.869.603;-466.620.953;7.83;4812.75;0.23;63.36;6.34;1.32%;55.46%;0.81;1.00
27/06/2021;ID-PB;Papua Barat;151;1;22;128;10320;183;9362;775;Province;Papua Barat;Indonesia;Asia;Papua;UTC+09:00;Daerah Khusus;12;1;218;95;1742;102955;1140701;11.08;1.329.762.624;-2.045.160.182;132.37;9047.07;0.88;160.43;16.04;1.77%;90.72%;1.02;0.50
27/06/2021;ID-RI;Riau;223;6;305;-88;69639;1899;64870;2870;Province;Riau;Indonesia;Asia;Sumatera;UTC+07:00;;10;2;169;268;1591;87024;6074100;69.80;1.018.051.092;0.511647851;36.71;11464.91;0.99;312.64;31.26;2.73%;93.15%;0.61;0.60
27/06/2021;ID-SR;Sulawesi Barat;32;0;0;32;5766;121;5460;185;Province;Sulawesi Barat;Indonesia;Asia;Sulawesi;UTC+08:00;;6;;69;73;575;16787;1559984;92.93;1.193.450.194;-2.461.746.053;20.51;3696.19;0.00;77.56;7.76;2.10%;94.69%;16.00;1.00
27/06/2021;ID-SN;Sulawesi Selatan;93;5;102;-14;63759;971;61641;1147;Province;Sulawesi Selatan;Indonesia;Asia;Sulawesi;UTC+08:00;;21;3;311;792;2255;46717;9426885;201.78;1.201.620.559;-3.731.080.714;9.87;6763.53;0.53;103.00;10.30;1.52%;96.68%;0.74;2.50
27/06/2021;ID-ST;Sulawesi Tengah;35;1;2;32;13452;395;12652;405;Province;Sulawesi Tengah;Indonesia;Asia;Sulawesi;UTC+08:00;;12;1;175;175;1842;61841;2955567;47.79;1.212.010.927;-100.413.668;11.84;4551.41;0.34;133.65;13.36;2.94%;94.05%;1.21;1.00
27/06/2021;ID-SG;Sulawesi Tenggara;109;0;3;106;11239;229;10190;820;Province;Sulawesi Tenggara;Indonesia;Asia;Sulawesi;UTC+08:00;;15;2;219;377;1911;38068;2635461;69.23;122.070.311;-4.124.688.793;41.36;4264.53;0.00;86.89;8.69;2.04%;90.67%;1.73;0.00
27/06/2021;ID-SA;Sulawesi Utara;9;0;5;4;16142;554;15288;300;Province;Sulawesi Utara;Indonesia;Asia;Sulawesi;UTC+08:00;;11;4;171;332;1507;13892;2641884;190.17;1.245.212.396;1.259.638.212;3.41;6110.03;0.00;209.70;20.97;3.43%;94.71%;0.39;0.00
27/06/2021;ID-SB;Sumatera Barat;172;8;75;89;50457;1163;46302;2992;Province;Sumatera Barat;Indonesia;Asia;Sumatera;UTC+07:00;;12;7;179;230;928;42013;5519245;131.37;1.004.650.624;-0.850253225;31.16;9142.01;1.45;210.72;21.07;2.30%;91.77%;0.67;2.00
